company_name,registered,company_age,valid_address,domain_age,listed_in_gov_db,has_audited_reports,is_fraud
"Frank, Beltran and Johnson",1,23,1,20,1,1,0
Pratt-Davis,1,49,1,15,1,0,1
"Reynolds, Freeman and Ibarra",0,49,1,19,1,1,0
Gibson-Brown,0,27,1,8,1,0,1
Butler-Hart,0,46,0,1,0,0,1
Terry-Webb,0,6,1,3,0,1,1
Steele and Sons,0,34,1,11,1,1,0
"Lewis, Mann and Wagner",1,33,0,7,0,0,1
Gonzalez Ltd,1,7,1,18,0,1,0
"Mills, Smith and Peterson",1,28,0,7,1,1,1
Hernandez Inc,1,26,0,14,1,1,0
"Parker, Brown and Andrews",1,40,0,16,1,1,1
Perry Inc,1,10,0,8,1,0,0
"Salinas, Jenkins and Weaver",0,25,0,12,1,0,1
Thompson LLC,1,5,0,0,0,1,1
"Jones, Morales and Bell",1,34,1,17,1,0,0
Martin-Russell,1,38,1,11,1,0,0
Williams-Williams,0,11,1,4,1,1,0
Mayo LLC,0,21,1,5,1,1,1
Schmidt PLC,1,19,0,15,0,1,1
Cooper Inc,0,10,0,5,0,0,1
Hansen-Palmer,0,10,1,20,1,0,1
"Cole, Lee and Davis",0,41,0,5,1,1,0
Johnson Ltd,1,27,1,10,0,1,0
Collins LLC,1,24,1,10,0,1,0
Stewart-Cooper,1,16,1,6,0,0,0
Robinson-Anderson,1,40,1,13,0,1,1
Evans-Gomez,0,20,0,10,1,0,0
"Torres, Choi and Robbins",0,11,1,8,1,0,0
"Moore, Gomez and Adams",1,6,1,10,0,1,0
Ward PLC,0,11,0,11,0,0,1
Hill-Faulkner,0,28,1,6,0,1,1
Mccullough-Mathis,0,20,0,6,1,0,0
Williamson-Lang,1,9,1,3,1,1,1
Carroll and Sons,0,36,1,10,1,1,0
"Norman, Torres and Jordan",0,22,0,12,0,1,1
"Graves, Wong and Henderson",1,3,1,11,1,1,0
"Nunez, Collins and Lamb",1,22,1,17,1,1,0
Frazier-Maxwell,0,40,1,0,0,1,0
Simmons PLC,1,11,0,1,1,1,0
Cowan-Burke,1,8,1,10,0,1,0
Henry-Mendoza,0,48,1,2,1,1,1
"Williams, Shields and Jones",1,25,1,10,0,1,1
"Washington, Scott and Ross",1,20,0,6,0,1,1
"Hicks, Scott and Holloway",0,9,1,20,1,1,0
Anderson-Reed,0,34,1,5,0,0,0
Williams PLC,0,0,1,2,0,0,1
"Johnson, Kent and Bailey",0,21,1,12,1,0,1
Jones-Griffin,0,14,0,2,0,1,0
Butler-Johnson,0,9,1,12,1,1,0
Johnson-Decker,1,22,0,7,0,0,1
Green-Nunez,1,12,0,17,1,1,0
"Cox, Olson and Brown",0,24,1,8,1,1,0
Gilmore Group,1,46,1,13,1,0,1
"Clements, Cordova and Hudson",0,50,1,3,1,1,0
"Shah, Obrien and Thomas",0,45,1,16,1,1,0
"Yu, Johnson and Peters",1,34,1,0,1,1,1
Long LLC,1,49,1,20,0,1,0
Mason Inc,1,12,1,11,1,0,0
Mejia-Oconnor,1,30,0,8,0,0,1
Gordon PLC,0,32,1,18,1,0,0
Khan-Warren,1,37,1,18,1,1,1
"Blackwell, Williams and Chang",1,24,0,7,1,0,1
"Vasquez, Cook and Stone",1,23,0,2,1,1,1
Johnson-Garcia,1,48,1,18,1,0,0
Price-Conner,0,29,1,12,1,1,1
"Cox, Olson and Brown",0,24,1,8,1,1,0
Roman Group,1,14,1,11,1,0,0
Mcmillan-Brown,0,8,0,7,0,1,1
Alvarado-Gonzalez,1,3,0,1,0,0,0
Wolf LLC,1,22,0,1,0,1,0
House and Sons,0,7,0,10,1,1,0
Rivera PLC,1,1,1,2,0,1,1
"Winters, Barajas and Evans",1,46,1,2,1,1,0
Wilkins Inc,1,33,0,3,0,0,1
"Pope, Manning and Baker",0,18,1,0,0,0,1
"Richardson, Pope and Bowman",1,41,1,8,1,0,1
"Macdonald, Guzman and Johnson",1,0,1,7,0,1,1
"Fisher, Ferguson and Schmitt",1,47,0,17,1,1,0
Carpenter-Evans,1,45,1,6,1,1,0
Sanders-Harris,1,25,1,6,0,0,0
Davis-Sharp,0,40,1,11,1,1,0
Powell Group,1,46,0,19,1,1,0
"Bennett, Cox and Rowe",1,11,1,10,0,1,0
Wright LLC,0,18,0,18,0,0,1
"Conner, Moore and Wood",1,42,1,6,0,0,1
Cross Inc,0,46,1,2,0,0,1
"Sharp, Davis and Conrad",0,27,0,9,0,0,1
Moon PLC,0,9,1,18,0,1,0
Nguyen-Jones,1,26,0,1,0,1,1
Navarro PLC,0,31,1,13,1,0,0
Gardner LLC,0,26,0,0,1,0,1
Leon-Gardner,0,19,1,11,1,1,0
"Avery, Huang and Frazier",0,43,1,12,1,1,1
Gardner PLC,1,10,0,4,1,0,1
"Norris, Mosley and Ross",1,8,1,16,0,1,1
Boyle-Vargas,1,12,0,12,1,1,1
"Chapman, Carson and Bates",0,22,0,4,1,0,1
"Silva, Watkins and Carpenter",1,35,1,19,0,1,1
"Payne, Moore and Martinez",1,29,0,1,0,1,1
Flores Group,0,49,0,12,0,1,1
Hammond-Nelson,1,18,1,10,1,0,0
Johnson Inc,0,6,1,4,0,0,0
Barajas PLC,1,45,1,4,1,1,0
Gonzalez-Williams,0,0,1,4,0,0,1
Cabrera-Thomas,1,30,1,9,1,0,0
"Lynch, Smith and Maddox",0,30,1,10,0,1,0
Trujillo Inc,0,41,1,8,1,1,0
"Yang, Franklin and Kennedy",0,24,1,18,1,0,0
Leblanc Ltd,1,18,1,0,1,1,0
Parker Inc,1,5,1,0,1,1,0
Sanchez LLC,1,35,0,1,1,1,0
Hammond Ltd,0,43,0,8,0,0,1
Ayala-Walker,0,4,1,19,0,1,0
Moore-Mckinney,0,41,0,1,1,1,0
Chase PLC,0,28,1,6,0,0,1
Jackson-Sanders,1,4,0,13,0,1,1
Bell Inc,1,3,1,19,1,0,0
"Price, Craig and Conway",1,6,0,16,0,0,1
"Shah, Obrien and Thomas",0,45,1,16,1,1,0
Montes-Miles,1,39,0,7,1,1,0
Watson Group,0,35,1,7,1,0,0
Fox-Morris,0,31,0,19,1,1,0
Stephens LLC,0,29,0,14,0,1,1
"Keller, Sullivan and Black",1,26,0,5,1,1,0
Baldwin-Clark,1,2,1,5,1,0,0
Johnson Ltd,1,27,1,10,0,1,0
Nguyen PLC,1,28,1,14,1,0,1
Richard-Willis,1,14,1,16,1,0,1
Palmer PLC,1,3,1,5,1,0,1
Evans PLC,0,1,1,8,1,1,1
Dominguez-Rosales,1,7,0,15,0,1,1
Hall-Ferguson,0,11,1,3,0,0,1
"Hickman, Ferguson and Maldonado",0,47,1,18,0,1,1
Mcguire Inc,0,30,0,15,1,0,0
Stewart-Graham,1,21,0,13,0,0,1
Oconnell Inc,0,10,1,3,1,1,0
"Wilson, Davis and Brown",0,29,1,12,1,1,0
"Robinson, Greene and Miranda",1,12,0,14,0,1,1
Willis-Decker,0,6,0,13,0,1,1
"Simmons, Davidson and Wood",1,19,0,16,1,1,1
Gibson LLC,1,40,0,11,0,0,1
Jones PLC,1,14,1,5,1,0,0
Williams-Herring,1,18,0,6,1,1,0
Logan-Martinez,0,50,1,0,1,1,0
Thompson-Hall,0,8,1,15,0,1,1
Coleman Inc,1,50,1,6,1,1,0
Bartlett-Rice,1,24,0,18,1,0,0
Clark-Olson,0,0,0,20,0,0,1
Flores Group,0,19,0,7,0,0,1
Guzman Ltd,1,12,0,12,0,0,1
Howard-Rogers,1,19,1,9,0,0,1
Jones-Deleon,1,33,1,5,1,0,0
"Dennis, Johnson and Jordan",0,36,1,0,0,1,1
"Scott, Harris and Hunter",1,11,1,0,1,1,1
Rivera Inc,0,21,1,1,1,1,1
"Anderson, Curtis and Wiggins",1,44,1,10,1,1,0
Stevens LLC,0,50,1,4,1,1,0
"Robertson, Tucker and Gonzales",0,6,0,4,1,0,1
Elliott-Chapman,1,13,1,11,0,0,1
"Koch, Williams and Leon",1,47,1,6,1,1,0
Hart Ltd,0,24,1,8,1,1,0
Mathis-Stevens,1,18,0,16,0,1,1
Watts Inc,1,5,1,14,1,0,0
Smith-Robertson,0,48,0,8,1,1,1
Garner-Hudson,1,10,1,20,0,0,1
Griffin Inc,1,29,0,15,1,1,1
Hall PLC,0,42,1,8,0,0,1
Reid Group,1,28,1,7,1,1,0
Moss and Sons,1,26,1,18,1,0,0
Pacheco-Bradley,1,0,0,9,0,1,1
Goodwin-Knight,0,9,1,0,0,1,1
Taylor-Haas,0,18,1,18,1,1,1
Robinson-Simmons,0,42,1,8,1,1,0
Murphy Group,0,41,0,14,0,0,1
Carter-Reyes,1,42,1,16,1,1,0
"Mcdaniel, Herrera and Miller",1,39,1,0,1,0,1
"Davis, Phillips and Robertson",0,30,0,5,1,0,1
Michael-Estrada,0,12,1,7,0,0,1
Hays LLC,1,49,0,11,1,0,0
Maddox LLC,0,26,1,12,1,1,0
"Evans, Beard and Hill",1,39,0,14,1,1,0
Graham and Sons,0,22,1,6,1,1,0
"Ellis, Mason and Murray",1,21,1,2,1,1,0
Williams and Sons,0,8,1,8,1,1,0
Nelson Inc,1,3,1,9,0,1,0
"Dalton, Moore and Mcdonald",0,15,1,17,0,0,1
"Fowler, Smith and Walsh",1,25,0,9,1,1,0
"Martin, Carney and Shaw",0,14,0,13,0,1,1
Miller-Whitaker,0,5,1,3,1,0,0
"Alexander, Fox and Castillo",1,0,1,8,0,1,1
"Reese, Meza and Coleman",1,25,0,13,1,1,0
Saunders Inc,1,43,1,2,1,0,1
Jones-Griffin,0,14,0,2,0,1,0
Allen-Gonzalez,0,29,1,13,1,0,0
Martin-Russell,1,38,1,11,1,0,0
Parrish Group,1,46,1,3,1,1,0
Fowler-Jones,0,5,0,0,1,0,1
Stone-Davis,1,13,1,17,0,1,0
"Sullivan, Brown and Johnson",1,18,1,15,1,1,0
Pacheco Inc,1,11,1,8,0,1,0
Johnson LLC,1,50,0,5,1,0,0
Cuevas-Garcia,1,0,0,1,1,1,1
Hancock PLC,1,21,1,1,1,0,1
Taylor Group,0,19,0,9,1,1,1
Smith Inc,0,17,1,20,0,1,1
Evans Inc,0,30,1,2,0,0,1
Williams-Burgess,1,40,1,8,0,1,1
Paul LLC,1,24,1,6,0,0,0
Morris-Ferrell,1,0,1,12,1,1,0
"Nunez, Collins and Lamb",1,22,1,17,1,1,0
Henderson Ltd,0,42,1,7,1,0,0
Rodriguez-Perry,0,18,0,16,0,1,0
"Schmidt, Smith and Hodges",1,42,0,9,0,0,1
"Pierce, Baker and Johnson",1,22,0,9,0,0,0
Mcmillan-Miller,1,29,0,20,1,0,0
Green Inc,1,46,1,12,1,1,0
Wilson Group,1,26,1,2,0,1,0
Stokes and Sons,0,44,0,16,0,1,1
Wiggins LLC,1,36,0,9,0,0,1
"Jackson, Perez and Brooks",0,5,1,4,0,0,0
Jennings-Herman,0,4,1,2,1,0,0
Lopez-Walker,1,31,1,9,1,0,1
"Sutton, Smith and Ward",1,45,1,15,1,0,1
Edwards Inc,1,48,0,16,0,1,0
Huber-Gray,1,46,0,19,1,1,1
Wise LLC,1,39,1,0,0,1,1
Carpenter-Dodson,1,19,1,3,1,0,0
"Ramirez, Rodriguez and Stout",1,16,0,8,1,0,1
Jordan PLC,1,42,0,5,1,0,1
"Schroeder, Morris and Lopez",0,1,1,15,0,1,1
Mcguire Inc,0,30,0,15,1,0,0
Neal PLC,1,20,0,18,0,1,0
Petersen PLC,1,39,1,1,1,1,0
"Barnett, Wilson and Flowers",0,43,1,10,0,0,1
Collins-Coleman,0,14,1,15,1,1,1
Huber-Benson,0,40,1,10,0,0,1
Mayer-Ryan,0,31,0,13,1,1,1
Mcgee PLC,0,22,0,3,0,0,1
Simpson-Christensen,1,22,1,16,1,1,0
Miller PLC,0,40,0,20,1,1,0
Myers Inc,0,19,0,15,0,0,1
Keith-Mcneil,1,22,1,18,0,1,0
Williams LLC,0,42,1,2,1,1,0
Zimmerman-White,1,4,1,10,1,1,1
Roberts-Garrett,1,47,0,12,0,1,1
Brown-Turner,0,15,0,4,0,0,1
Johnson PLC,0,7,1,7,1,0,0
Hopkins PLC,1,35,1,2,0,0,1
"Hughes, Walker and Fitzgerald",1,48,0,8,1,0,1
Nelson and Sons,0,25,1,18,1,0,1
Tate PLC,1,20,0,8,1,1,0
"Wheeler, Reyes and Cain",0,39,0,19,0,1,1
Williams-Herring,1,18,0,6,1,1,0
Spencer-Lam,0,24,0,10,1,1,1
"Humphrey, Webb and Adams",1,23,0,0,1,1,0
Warner LLC,1,44,1,19,0,1,1
"Anderson, Curtis and Wiggins",1,44,1,10,1,1,0
"Young, Patrick and Powers",0,6,1,6,1,1,1
Ramirez Group,1,34,1,5,1,0,1
Horn-Brooks,0,38,1,20,0,1,1
Frost Inc,1,43,1,7,0,0,0
Carey-Williams,1,16,1,7,1,1,0
Mccarthy-Krueger,0,37,0,9,1,0,1
"Webb, Vasquez and Jones",1,10,0,4,0,1,1
Moore-Coleman,1,0,0,20,1,1,1
Odonnell Ltd,1,25,0,3,1,1,1
Palmer and Sons,0,28,1,3,1,1,1
"Alexander, Briggs and Jones",0,4,1,17,1,0,0
"Watkins, Barrett and Farley",0,13,1,19,0,1,1
Ford Ltd,1,24,0,3,1,1,0
Davis-Sharp,0,40,1,11,1,1,0
Moore Ltd,1,23,1,10,1,1,0
Reynolds-Perez,1,43,0,13,1,1,1
Tran-Carney,0,14,1,19,0,1,1
Anderson-Livingston,1,22,1,11,1,1,0
"Mcgrath, Jacobs and Mendoza",1,12,0,19,0,1,1
Mendez and Sons,0,21,0,7,0,1,1
Mcmahon-Simmons,0,15,1,2,1,1,0
Jones-Erickson,0,13,0,0,0,1,1
Smith Inc,0,9,0,19,0,1,1
"Price, Warner and Wright",0,21,1,3,1,1,1
Patterson-Hall,1,28,0,3,0,1,0
"Hunter, Haley and Cole",1,21,0,14,1,1,1
Allen-Miller,1,5,0,18,0,1,1
"Smith, Lawrence and Lawrence",0,24,1,2,1,1,1
"Henderson, Mclean and Woods",0,20,1,10,0,1,0
"Peters, Ellis and Bridges",1,32,1,12,1,1,1
Young-Kemp,1,9,1,5,0,0,1
Gomez Ltd,0,20,1,8,0,0,1
"Smith, Murray and Stewart",0,33,1,3,1,0,1
Garcia PLC,0,26,0,5,0,1,1
Phillips and Sons,0,45,1,15,0,1,0
"Page, Hutchinson and Simmons",1,17,0,15,0,1,1
Hayes-Ali,1,11,0,1,0,1,0
Parker-Gonzalez,1,29,1,8,0,1,0
Bird and Sons,1,22,0,3,1,0,0
Brown LLC,0,10,1,19,0,1,1
Price Group,1,15,0,9,1,0,1
"Dickson, Vaughan and Thompson",0,46,0,1,1,1,1
"Jackson, Nunez and Williams",1,46,0,6,1,0,0
Bailey Group,0,42,0,17,1,0,0
"Smith, Gonzalez and Murphy",1,2,1,3,1,1,0
Parker LLC,0,5,0,17,1,1,1
Graham-Padilla,1,1,1,0,0,1,0
"Morgan, Walker and Cohen",1,10,1,19,1,1,0
Armstrong-Morton,1,2,1,5,1,1,0
Stanton-Hall,0,24,1,12,1,1,0
Martinez PLC,1,18,0,14,1,1,1
Calderon-Ford,1,16,1,18,0,1,0
"Holland, Williams and Thomas",0,28,1,4,1,1,1
"Rosales, Ho and Sexton",0,8,1,1,1,0,0
"Keller, Sullivan and Black",1,26,0,5,1,1,0
Davidson Group,0,22,1,14,0,1,1
"Graves, Wong and Henderson",1,3,1,11,1,1,0
"Jones, Ryan and Carter",0,17,1,10,1,1,0
Young-Gonzalez,0,42,0,8,1,0,1
Barnes Inc,0,13,0,6,1,0,1
"Le, Rocha and Rogers",1,47,0,3,1,1,1
Farrell-Rasmussen,0,34,1,14,0,0,0
Cherry-Robinson,1,42,0,6,1,1,0
Smith-Ayala,1,44,1,1,0,0,1
Reese Group,0,20,0,17,1,0,1
Cole Inc,1,40,1,18,1,1,0
Hernandez-Bentley,1,40,0,3,0,0,0
Lopez-Holden,1,17,1,15,1,1,0
Miller Inc,1,13,1,3,1,1,0
Collins-Roberts,1,44,1,11,0,1,1
"Vazquez, George and Wilson",1,22,0,19,1,1,1
"Schwartz, Brown and Nunez",1,34,1,15,0,0,1
"Sutton, Gonzalez and Colon",1,11,1,15,1,0,0
"Rubio, Ewing and Wallace",0,17,1,4,1,1,0
Brock LLC,1,39,0,12,0,0,1
Norman Ltd,0,45,1,0,0,1,0
Moore-Mckinney,0,41,0,1,1,1,0
"Barr, Kane and Collier",1,38,1,8,1,1,0
Esparza and Sons,0,33,0,2,1,0,1
"Weaver, Scott and Perez",0,5,0,11,0,1,1
Parker-Bowman,1,4,0,3,1,1,1
"Peters, Williamson and Lewis",1,35,1,7,1,0,0
King Inc,0,17,0,12,0,0,1
Long-Rhodes,0,32,0,5,1,1,1
"Fisher, Ferguson and Schmitt",1,47,0,17,1,1,0
"Foster, Baldwin and Perez",0,29,1,20,0,1,1
"Lindsey, Phillips and Fields",1,12,0,7,1,0,1
"Hubbard, Rocha and Young",1,23,0,19,1,1,0
Schmidt-Neal,1,16,0,12,0,1,0
Arroyo-Sharp,0,7,0,12,1,1,0
"Wood, Thompson and Wood",1,5,1,19,0,0,1
Sanders and Sons,1,17,0,17,1,1,0
"Hughes, Duncan and Ward",0,34,0,2,1,0,1
Pierce-Little,1,4,0,4,0,1,0
"Williamson, Moreno and Sims",1,7,1,1,0,1,1
"Miller, Fisher and Williams",0,15,0,16,0,0,1
Sanders LLC,1,41,0,9,1,0,0
"Miller, Campbell and Rodriguez",1,11,0,8,0,1,0
"Wolf, Richardson and Valdez",1,2,1,4,0,1,1
"Hanson, Martinez and Glover",1,12,1,7,1,0,0
Nash Group,1,6,0,3,0,1,0
"Anderson, Garcia and Bond",1,45,1,13,0,1,0
Brooks Ltd,1,26,0,18,0,1,1
Andrews-Carter,1,22,1,16,0,0,1
Arroyo-Sharp,0,7,0,12,1,1,0
"Buckley, Harris and Wright",1,40,0,3,1,0,1
Palmer-Collins,0,28,1,1,1,0,1
Newton and Sons,0,1,0,13,1,1,1
Davis Group,1,27,1,15,1,1,0
Miller-Marquez,1,38,1,19,1,1,0
Sanders LLC,1,41,0,9,1,0,0
"Reeves, Burton and Page",1,1,1,2,0,1,0
Valentine PLC,1,45,1,0,1,0,0
Tapia and Sons,1,45,1,1,0,1,0
Duncan-Frank,1,6,1,2,0,0,0
"Sharp, Li and Dawson",1,22,0,14,1,0,1
Franklin-Smith,0,21,1,6,0,1,1
Long LLC,1,49,1,20,0,1,0
Lopez LLC,1,26,1,13,1,0,0
Mason Inc,1,12,1,11,1,0,0
Johnson and Sons,0,0,1,5,0,0,1
Hartman Inc,0,5,1,3,0,1,1
"Long, Marshall and Arroyo",0,40,1,19,1,1,1
Andrews-King,0,0,0,18,1,0,1
"Levine, Flynn and Park",1,41,0,4,1,0,1
Moore Group,1,22,1,18,0,0,0
George PLC,0,21,1,19,0,1,1
Tanner-Anderson,1,10,0,12,0,0,1
"Williams, Acosta and Lynch",1,35,0,19,0,1,1
Houston PLC,0,3,1,11,1,1,0
Williams Inc,0,39,1,16,1,0,1
Miller PLC,0,40,0,20,1,1,0
"Wells, Adams and Thompson",1,6,1,6,0,0,1
"Navarro, Bray and Kim",1,30,1,6,0,1,1
Walker Ltd,1,31,1,6,1,1,0
Gonzalez Ltd,0,42,1,16,1,1,0
Meadows PLC,1,1,1,6,1,0,0
Herrera Inc,0,4,1,10,1,0,1
Reeves-Jimenez,1,20,1,17,1,1,0
"Brennan, Pitts and Jimenez",0,15,1,14,0,1,1
"Pierce, Mcintosh and Murphy",0,4,1,13,0,0,1
"White, Perkins and Holt",1,7,1,6,0,0,0
"Perkins, Clark and Tran",0,41,1,18,1,1,1
"Ruiz, Gilmore and Nguyen",0,35,1,13,1,1,0
"Green, Lindsey and Nunez",0,18,1,20,1,1,0
"May, Grant and Smith",0,41,0,1,1,1,1
"Rosales, Ho and Sexton",0,8,1,1,1,0,0
"Ingram, White and Barnett",1,8,1,20,1,1,0
Palmer LLC,0,12,1,8,0,1,1
"Hampton, Kelly and Smith",0,39,0,20,1,1,0
"Smith, Kline and Schaefer",1,30,0,12,0,0,1
Strong Inc,0,21,0,7,0,0,1
"Alvarez, Marquez and Dennis",0,50,0,0,0,1,1
"Phelps, Davis and Armstrong",1,27,1,17,1,1,1
Carlson-Whitaker,1,48,0,19,1,1,0
Oconnell-Boyd,1,5,0,5,0,0,0
"Anderson, Petersen and Moore",0,12,0,14,0,0,1
Osborn-King,0,39,1,20,1,1,1
Rangel LLC,0,23,1,15,0,1,1
"Bishop, Gonzalez and Larson",0,29,1,19,1,0,0
Santiago Group,1,10,1,5,1,0,0
Walton LLC,1,29,0,14,0,1,1
Oliver Inc,1,45,0,0,1,1,1
Martinez Inc,0,2,1,1,1,0,1
"Scott, Bradford and Taylor",0,43,0,7,0,1,1
"Dean, Shelton and Reynolds",0,35,1,19,1,1,1
Rodgers Group,0,17,0,5,0,1,1
May-Burton,1,44,1,0,1,1,0
Gardner-Hurley,1,20,1,4,0,1,1
"Smith, Wilson and Gonzales",0,32,1,4,0,1,1
Lindsey-Bush,0,41,1,17,1,1,1
"Cordova, Fitzgerald and Sosa",1,50,1,7,0,1,1
"Potter, Jones and Krueger",0,38,1,16,0,0,1
Love and Sons,0,39,1,2,1,1,1
"Bishop, Gonzalez and Larson",0,29,1,19,1,0,0
"Barrett, Henry and Garner",1,14,0,8,1,0,1
Camacho-Hamilton,1,30,0,12,1,0,1
"Peters, Compton and Jones",0,49,1,14,1,0,1
Day-Little,1,9,1,18,0,1,1
"Bennett, Cox and Rowe",1,11,1,10,0,1,0
Williams-Black,1,29,0,13,0,0,1
"Graves, Wong and Henderson",1,3,1,11,1,1,0
Adams LLC,1,46,0,17,0,1,0
Chen-Sawyer,1,15,0,3,0,1,1
Taylor LLC,1,38,1,3,1,0,0
"Campbell, Sanchez and Turner",0,9,1,10,1,1,0
Simmons Ltd,0,6,1,9,1,1,1
Calhoun PLC,1,32,0,1,1,1,0
"Rogers, Gross and Elliott",0,41,1,16,0,1,1
Weaver-Owens,0,37,1,0,0,1,1
Rogers-Peters,0,0,0,1,1,0,1
"Smith, Smith and Cooper",0,20,1,20,1,0,0
"Chan, Anderson and Smith",0,35,1,3,1,0,1
Massey-Berry,1,18,1,14,0,0,1
Bailey PLC,0,36,1,10,0,0,1
Mccall and Sons,1,46,1,20,0,1,0
"Thomas, Gutierrez and Nelson",1,30,0,15,0,0,1
Barber-Guerra,0,9,1,20,0,1,1
Davis-Kaiser,1,6,1,17,0,0,0
Mitchell-Taylor,1,1,1,19,1,0,1
Cervantes Group,1,35,1,10,0,1,1
Miller Inc,0,42,0,1,1,1,0
Grant LLC,1,28,1,1,0,1,0
"Saunders, Wilkinson and Hickman",1,49,1,10,0,1,1
"Gordon, Hernandez and Gardner",1,26,1,13,1,1,1
"Trujillo, Perry and Lyons",0,23,1,3,0,0,0
Gonzalez-Edwards,1,30,0,8,1,1,1
Blankenship PLC,1,1,1,18,1,0,0
Calhoun Ltd,1,0,0,20,1,1,0
Moreno Group,0,20,0,10,0,1,1
Graham-Murillo,1,40,0,3,0,0,1
Owen-Green,1,41,0,18,0,0,0
"Roberts, Boyd and Thompson",0,26,0,5,0,1,0
"Valencia, Woods and Duncan",0,31,1,13,0,1,0
Sutton-Perez,1,6,0,4,1,1,1
Lutz-Brennan,1,46,0,4,1,1,0
Krause and Sons,1,2,1,13,1,1,0
Williams Ltd,1,22,1,0,0,0,1
Adams LLC,1,46,0,17,0,1,0
Smith-Rose,0,35,1,18,1,0,0
Drake-Hernandez,0,12,0,17,0,1,1
Johnson Ltd,1,38,1,13,1,1,1
"Orozco, Miller and Hurst",0,24,1,20,0,0,1
Koch-Chapman,0,38,1,10,1,1,0
Phillips PLC,1,39,0,4,1,1,1
"Tucker, Thomas and Dorsey",1,5,1,17,0,1,1
Jackson PLC,1,25,1,18,0,1,0
Hunter-Rogers,1,32,1,4,1,0,0
Armstrong-Harris,1,39,1,4,1,0,1
"Johnson, Ortega and Chase",1,21,1,10,1,0,0
Taylor and Sons,0,34,1,0,0,1,0
"Torres, Choi and Robbins",0,11,1,8,1,0,0
"Butler, Reeves and Morales",1,23,1,3,1,1,1
Armstrong-Morton,1,2,1,5,1,1,0
Armstrong-Morton,1,2,1,5,1,1,0
Perez PLC,0,32,1,10,1,1,1
Mendoza LLC,1,10,0,15,0,0,1
Castillo Ltd,0,23,0,0,0,0,1
"Ramirez, Reed and Hunt",1,20,0,18,1,1,0
Ramsey Inc,0,31,1,15,1,1,1
Nelson Inc,1,3,1,9,0,1,0
Fisher and Sons,0,46,1,18,0,0,1
Dominguez-Jones,1,50,1,9,1,0,0
"Park, Kelly and Leon",1,7,1,10,0,0,1
"Carter, Parker and Hernandez",0,27,1,14,1,1,0
"Graves, Wong and Henderson",1,3,1,11,1,1,0
Casey Ltd,0,23,1,15,0,1,1
"Hill, Hensley and Gonzales",1,30,1,16,1,0,1
Hart Ltd,0,24,1,8,1,1,0
"Scott, Wood and Williams",1,48,1,15,1,0,1
Gordon PLC,0,32,1,18,1,0,0
Thomas-Phillips,1,1,1,15,1,0,0
"Farrell, Butler and Davila",0,26,1,7,1,1,0
"Beck, Washington and Rojas",0,48,0,10,0,0,1
Knight-Kane,1,26,0,4,0,1,1
"Reilly, Mooney and Benson",0,24,1,2,1,1,1
Lee-Nicholson,1,17,1,20,0,0,0
Marquez PLC,0,31,0,12,1,0,1
Sharp-Black,0,32,0,15,0,0,1
"Sutton, Gonzalez and Colon",1,11,1,15,1,0,0
Rice-King,0,49,0,4,1,0,1
"Flynn, Hernandez and Collins",1,26,1,1,0,1,0
Williams and Sons,0,8,1,8,1,1,0
"Bell, Parks and Reed",0,16,0,5,1,1,1
"Nichols, Moore and Valentine",0,33,1,4,1,1,0
Taylor Ltd,0,49,0,10,0,0,1
"Cooper, Black and Johnston",1,6,1,10,1,0,0
Smith-Rose,0,35,1,18,1,0,0
Jennings-Herman,0,4,1,2,1,0,0
Morales and Sons,1,36,1,3,1,1,1
Davis-Smith,1,25,0,11,0,1,1
"Jackson, Perez and Brooks",0,5,1,4,0,0,0
Johnson-Ramirez,1,47,1,15,1,1,0
Cline-Kline,0,7,0,17,0,1,1
"Thomas, Stone and Glass",1,12,1,11,1,1,0
"Rosales, Ho and Sexton",0,8,1,1,1,0,0
Clark and Sons,0,21,0,1,1,1,1
"Robinson, Fernandez and Nelson",0,24,0,9,0,0,1
Navarro PLC,0,31,1,13,1,0,0
Patel-Clark,1,15,0,14,1,1,0
"Thomas, Lopez and Holmes",1,9,1,7,1,0,1
Ruiz-Stout,1,25,1,0,1,1,1
"Newman, Savage and Henderson",0,12,0,3,0,1,1
Lewis Group,1,50,0,4,0,0,1
Nichols-Faulkner,0,26,0,16,0,0,1
West-Mills,0,41,1,17,0,1,1
"Taylor, Coleman and Warren",1,10,0,0,0,1,1
Williams-Mccormick,1,23,1,14,0,0,1
Gomez-Jones,1,20,1,6,1,1,0
Torres-Wolfe,1,20,0,9,0,1,0
Bailey LLC,0,0,1,12,1,1,0
Carlson-Pittman,0,49,1,19,0,1,1
"Torres, Smith and Sullivan",1,18,0,16,0,1,1
Sanchez Group,0,23,1,6,1,0,1
Green-Nunez,1,12,0,17,1,1,0
Morris-Ferrell,1,0,1,12,1,1,0
Carpenter-Evans,1,45,1,6,1,1,0
Johnson LLC,1,50,0,5,1,0,0
Butler-Johnson,0,9,1,12,1,1,0
"Reeves, Ferguson and Love",0,7,0,9,1,0,1
"Hernandez, Lopez and Erickson",1,33,1,4,1,1,1
Farrell-Rasmussen,0,34,1,14,0,0,0
"Fowler, Kennedy and May",0,24,1,19,0,0,1
Clay PLC,1,34,0,4,1,0,0
Fleming PLC,0,48,1,20,0,0,1
"Patterson, Smith and Hill",1,29,1,18,0,1,0
